"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotfrontage_meannorm","lotarea_meannorm","garagearea_meannorm","grlivarea_meannorm","totalbsmtsf_meannorm","saleprice_meannorm"
1239,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",63,13072,484,1141,1141,142500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1240,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Very Good","Average",64,9037,472,1484,1476,265900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1242,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Above Average",83,9849,954,1689,1689,248328,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1244,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Excellent","Average",107,13891,850,2076,2076,465000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1250,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,7200,276,988,876,119000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1251,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",93,11160,522,2110,2110,244000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1253,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",62,9858,288,874,864,130000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1257,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",91,14303,691,1987,1986,301500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1260,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Very Good",65,9750,460,1054,1054,151000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1262,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",80,9600,338,1050,1050,128900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1268,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Excellent","Average",89,13214,746,2018,2002,378500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1272,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",0,9156,462,1489,1489,185750,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1273,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",0,13526,288,935,935,137000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1281,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",67,9808,544,1573,1573,227000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1282,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",50,8049,484,1339,1309,180000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1283,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",61,8800,484,1040,1040,150500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1287,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",0,9790,528,1328,1328,143000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1288,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Moderate Slope","Single-family Detached","One story","Average","Average",0,36500,390,1582,1624,190000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1295,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,8172,572,864,864,115000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1296,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,8400,288,1052,1052,138500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1297,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",80,8700,525,1128,1120,155000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1300,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",75,7500,305,1246,1246,154000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1304,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",73,8688,834,1616,1616,232000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1306,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",108,13173,840,1652,1652,325000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1308,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",60,8072,480,990,990,138000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1309,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",100,12000,528,1122,924,147000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1310,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",0,7153,496,1294,1278,179200,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1311,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Very Good",100,17500,567,1902,1902,335000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1312,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",68,8814,508,1274,1274,203000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1315,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average",60,8190,280,948,948,119000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1317,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",61,10226,860,1630,1622,295493,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1319,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",0,14781,748,1787,1753,275000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1320,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Below Average","Average",75,10215,248,948,864,111000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1321,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Fair",70,8400,442,1478,1478,156500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1322,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Fair","Above Average",0,6627,287,720,0,72500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1325,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",75,9986,895,1795,1795,147000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1328,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Excellent",60,6600,264,816,816,130500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1331,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",85,10000,825,1588,1588,227000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1333,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Below Average","Above Average",67,8877,288,816,816,100000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1336,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",80,9650,630,1334,1350,167900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1340,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",120,9560,288,864,864,128500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1341,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",70,8294,480,872,858,123000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1342,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",66,13695,576,1114,1114,155000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1347,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Good",0,20781,508,2156,1568,262500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1348,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Very Good","Average",93,15306,712,1776,1732,283463,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1349,"1-STORY 1946 & NEWER ALL STYLES","Irregular","Depression","Gentle slope","Single-family Detached","One story","Good","Average",0,16196,514,1494,1482,215000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1357,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",0,9477,264,892,864,110000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1358,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",0,12537,500,1078,1078,149900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1360,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",129,16737,770,1980,1980,315000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1362,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Moderate Slope","Single-family Detached","One story","Good","Average",124,16158,430,1530,1530,260000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1370,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",48,10635,502,1668,1657,232000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1374,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Excellent","Average",0,11400,804,2633,2633,466500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1376,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Very Good","Average",89,10991,722,1571,1571,239000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1382,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",0,12925,550,2117,1205,237500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1389,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Excellent","Average",42,14892,758,1746,1746,377500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1391,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",70,9100,541,1525,1525,235000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1397,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Banked - Quick and significant rise from street grade to building","Severe Slope","Single-family Detached","One story","Average","Average",0,57200,572,1687,747,160000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1403,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",64,6762,662,1294,1286,193879,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1404,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",49,15256,754,1464,1485,282922,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1408,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",0,8780,0,833,833,112000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1414,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",88,10994,620,1844,1844,257000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1419,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",71,9204,336,1144,1144,124000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1420,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",0,16381,540,1844,1844,223000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1425,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",0,9503,484,1344,1024,144000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1426,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",80,10721,528,1252,1252,142000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1430,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",0,12546,467,1440,1440,182900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1435,"1-STORY 1946 & NEWER ALL STYLES","Regular","Depression","Moderate Slope","Single-family Detached","One story","Average","Average",80,17400,484,1126,1126,160000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1436,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Excellent",80,8400,462,1537,1319,174000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1437,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average",60,9000,528,864,864,120500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1438,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",96,12444,774,1932,1932,394617,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1439,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",90,7407,923,1236,912,149700,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1445,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",63,8500,626,1422,1422,179600,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
1447,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",0,26142,312,1188,1188,157900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822"
945,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Above Average",0,14375,525,1344,819,137500,"-0.18409996061096765719","0.01803347550916459370","0.03668537589118380120","-0.03230288218352241641","-0.03902282357688944689","-0.06029884167533809054"
608,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","Two story","Average","Very Good",78,7800,230,2008,896,225000,"0.06510131734430390831","-0.01269872201823730865","-0.17135411635141140331","0.09279131525430727462","-0.02642053225119386588","0.06121205958837528260"
822,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Two-family Conversion; originally built as one-family dwelling","One story","Below Average","Below Average",60,6000,576,936,936,93000,"0.00759333012385662396","-0.02111209928809638458","0.07265152539753076876","-0.10916799145255029885","-0.01987388740667668093","-0.12209581431802660603"
721,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Depression","Moderate Slope","Single-family Detached","One story","Very Good","Average",0,6563,564,1742,1742,275000,"-0.18409996061096765719","-0.01848058184202379584","0.06418890198427265874","0.04267827832891164538","0.11204100621034459566","0.13064686031049721011"
352,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Depression","Moderate Slope","Single-family Detached","One story","Good","Average",0,5271,445,1453,1453,190000,"-0.18409996061096765719","-0.01848058184202379584","0.06418890198427265874","0.04267827832891164538","0.11204100621034459566","0.13064686031049721011"
683,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Above Average","Average",0,2887,431,1291,1291,173000,"-0.18409996061096765719","-0.01848058184202379584","0.06418890198427265874","0.04267827832891164538","0.11204100621034459566","0.13064686031049721011"
512,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",40,6792,474,1368,1368,202665,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
252,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Moderate Slope","Townhouse End Unit","One story","Very Good","Average",44,4750,538,1625,1573,235000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
708,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",48,6240,550,1324,1324,254000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
745,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Townhouse End Unit","One story","Very Good","Average",41,5395,462,1337,1337,180000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
1442,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average",0,4426,420,848,848,149300,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
475,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",41,5330,499,1652,1494,251000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
471,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",0,6820,528,1502,1488,212000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
1098,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",0,3696,461,1088,1074,170000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
466,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",0,3072,398,1414,1375,178740,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
1416,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",51,3635,660,1569,1386,175900,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
1090,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",37,3316,550,1247,1247,197000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
641,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",62,12677,588,1518,1518,274000,"-0.05630443345441813642","-0.01741021328935839118","0.00071922638483683364","-0.02778140516769724685","0.05082987691410891645","0.03019553410580341758"
